Models list | formula                          |       R.sq |           Q.sq |         MAE |   Model_id |
| ('PC5', 'PC9', 'PC15', 'PC17')   | 0.101459   | -inf           | -inf        |       3309 |
| ('PC5', 'PC9', 'PC15', 'PC16')   | 0.0161364  | -inf           | -inf        |       3308 |
| ('PC5', 'PC9', 'PC14', 'PC20')   | 0.0389921  | -inf           | -inf        |       3307 |
| ('PC5', 'PC9', 'PC17', 'PC18')   | 0.124874   | -inf           | -inf        |       3317 |
| ('PC5', 'PC9', 'PC14', 'PC18')   | 0.0586691  | -inf           | -inf        |       3305 |
| ('PC5', 'PC9', 'PC14', 'PC17')   | 0.120584   | -inf           | -inf        |       3304 |
| ('PC5', 'PC9', 'PC14', 'PC16')   | 0.0352607  | -inf           | -inf        |       3303 |
| ('PC5', 'PC9', 'PC16', 'PC20')   | 0.0198741  | -inf           | -inf        |       3316 |
| ('PC5', 'PC9', 'PC19', 'PC20')   | 0.0347767  | -inf           | -inf        |       3322 |
| ('PC5', 'PC9', 'PC17', 'PC19')   | 0.116368   | -inf           | -inf        |       3318 |
| ('PC5', 'PC10', 'PC11', 'PC17')  | 0.168588   | -inf           | -inf        |       3328 |
| ('PC5', 'PC10', 'PC12', 'PC15')  | 0.0958716  | -inf           | -inf        |       3334 |
| ('PC5', 'PC10', 'PC12', 'PC14')  | 0.114996   | -inf           | -inf        |       3333 |
| ('PC5', 'PC10', 'PC12', 'PC13')  | 0.145007   | -inf           | -inf        |       3332 |
| ('PC5', 'PC10', 'PC11', 'PC20')  | 0.0869964  | -inf           | -inf        |       3331 |
| ('PC5', 'PC10', 'PC11', 'PC19')  | 0.0981677  | -inf           | -inf        |       3330 |
| ('PC5', 'PC10', 'PC11', 'PC18')  | 0.106673   | -inf           | -inf        |       3329 |
| ('PC5', 'PC10', 'PC11', 'PC16')  | 0.0832651  | -inf           | -inf        |       3327 |
| ('PC5', 'PC9', 'PC17', 'PC20')   | 0.105197   | -inf           | -inf        |       3319 |
| ('PC5', 'PC10', 'PC11', 'PC15')  | 0.0832587  | -inf           | -inf        |       3326 |
| ('PC5', 'PC10', 'PC11', 'PC14')  | 0.102383   | -inf           | -inf        |       3325 |
| ('PC5', 'PC10', 'PC11', 'PC13')  | 0.132394   | -inf           | -inf        |       3324 |
| ('PC5', 'PC10', 'PC11', 'PC12')  | 0.0971946  | -inf           | -inf        |       3323 |
| ('PC5', 'PC9', 'PC18', 'PC20')   | 0.0432825  | -inf           | -inf        |       3321 |
| ('PC5', 'PC9', 'PC18', 'PC19')   | 0.0544537  | -inf           | -inf        |       3320 |
| ('PC5', 'PC9', 'PC14', 'PC15')   | 0.0352544  | -inf           | -inf        |       3302 |
| ('PC5', 'PC9', 'PC10', 'PC19')   | 0.0998424  | -inf           | -inf        |       3276 |
| ('PC5', 'PC9', 'PC13', 'PC19')   | 0.0801746  | -inf           | -inf        |       3300 |
| ('PC5', 'PC9', 'PC10', 'PC18')   | 0.108348   | -inf           | -inf        |       3275 |
| ('PC5', 'PC9', 'PC11', 'PC15')   | 0.017453   | -inf           | -inf        |       3281 |
| ('PC5', 'PC9', 'PC11', 'PC14')   | 0.0365773  | -inf           | -inf        |       3280 |
| ('PC5', 'PC9', 'PC11', 'PC13')   | 0.0665887  | -inf           | -inf        |       3279 |
| ('PC5', 'PC9', 'PC11', 'PC12')   | 0.0313889  | -inf           | -inf        |       3278 |
| ('PC5', 'PC9', 'PC10', 'PC20')   | 0.0886712  | -inf           | -inf        |       3277 |
| ('PC5', 'PC10', 'PC12', 'PC17')  | 0.181201   | -inf           | -inf        |       3336 |
| ('PC5', 'PC9', 'PC10', 'PC17')   | 0.170263   | -inf           | -inf        |       3274 |
| ('PC5', 'PC9', 'PC11', 'PC17')   | 0.102782   | -inf           | -inf        |       3283 |
| ('PC5', 'PC9', 'PC10', 'PC16')   | 0.0849398  | -inf           | -inf        |       3273 |
| ('PC5', 'PC9', 'PC10', 'PC15')   | 0.0849335  | -inf           | -inf        |       3272 |
| ('PC5', 'PC9', 'PC10', 'PC14')   | 0.104058   | -inf           | -inf        |       3271 |
| ('PC5', 'PC9', 'PC10', 'PC13')   | 0.134069   | -inf           | -inf        |       3270 |
| ('PC5', 'PC9', 'PC10', 'PC12')   | 0.0988693  | -inf           | -inf        |       3269 |
| ('PC5', 'PC9', 'PC10', 'PC11')   | 0.0862564  | -inf           | -inf        |       3268 |
| ('PC5', 'PC9', 'PC11', 'PC16')   | 0.0174594  | -inf           | -inf        |       3282 |
| ('PC5', 'PC9', 'PC11', 'PC18')   | 0.0408678  | -inf           | -inf        |       3284 |
| ('PC5', 'PC9', 'PC13', 'PC18')   | 0.0886804  | -inf           | -inf        |       3299 |
| ('PC5', 'PC9', 'PC12', 'PC18')   | 0.0534806  | -inf           | -inf        |       3292 |
| ('PC5', 'PC9', 'PC13', 'PC17')   | 0.150595   | -inf           | -inf        |       3298 |
| ('PC5', 'PC9', 'PC13', 'PC16')   | 0.065272   | -inf           | -inf        |       3297 |
| ('PC5', 'PC9', 'PC13', 'PC15')   | 0.0652657  | -inf           | -inf        |       3296 |
| ('PC5', 'PC9', 'PC13', 'PC14')   | 0.08439    | -inf           | -inf        |       3295 |
| ('PC5', 'PC9', 'PC12', 'PC20')   | 0.0338036  | -inf           | -inf        |       3294 |
| ('PC5', 'PC9', 'PC12', 'PC19')   | 0.0449748  | -inf           | -inf        |       3293 |
| ('PC5', 'PC9', 'PC12', 'PC17')   | 0.115395   | -inf           | -inf        |       3291 |
| ('PC5', 'PC8', 'PC18', 'PC20')   | 0.16793    | -inf           | -inf        |       3266 |
| ('PC5', 'PC9', 'PC12', 'PC16')   | 0.0300722  | -inf           | -inf        |       3290 |
| ('PC5', 'PC9', 'PC12', 'PC15')   | 0.0300659  | -inf           | -inf        |       3289 |
| ('PC5', 'PC9', 'PC12', 'PC14')   | 0.0491902  | -inf           | -inf        |       3288 |
| ('PC5', 'PC9', 'PC12', 'PC13')   | 0.0792015  | -inf           | -inf        |       3287 |
| ('PC5', 'PC9', 'PC11', 'PC20')   | 0.0211907  | -inf           | -inf        |       3286 |
| ('PC5', 'PC9', 'PC11', 'PC19')   | 0.032362   | -inf           | -inf        |       3285 |
| ('PC5', 'PC10', 'PC12', 'PC16')  | 0.0958779  | -inf           | -inf        |       3335 |
| ('PC5', 'PC10', 'PC17', 'PC19')  | 0.182174   | -inf           | -inf        |       3363 |
| ('PC5', 'PC10', 'PC12', 'PC18')  | 0.119286   | -inf           | -inf        |       3337 |
| ('PC5', 'PC11', 'PC14', 'PC15')  | 0.0335796  | -inf           | -inf        |       3383 |
| ('PC5', 'PC11', 'PC15', 'PC16')  | 0.0144617  | -inf           | -inf        |       3389 |
| ('PC5', 'PC11', 'PC14', 'PC20')  | 0.0373173  | -inf           | -inf        |       3388 |
| ('PC5', 'PC11', 'PC14', 'PC19')  | 0.0484886  | -inf           | -inf        |       3387 |
| ('PC5', 'PC11', 'PC14', 'PC18')  | 0.0569944  | -inf           | -inf        |       3386 |
| ('PC5', 'PC11', 'PC14', 'PC17')  | 0.118909   | -inf           | -inf        |       3385 |
| ('PC5', 'PC11', 'PC14', 'PC16')  | 0.033586   | -inf           | -inf        |       3384 |
| ('PC5', 'PC11', 'PC13', 'PC20')  | 0.0673287  | -inf           | -inf        |       3382 |
| ('PC5', 'PC11', 'PC15', 'PC18')  | 0.0378701  | -inf           | -inf        |       3391 |
| ('PC5', 'PC11', 'PC13', 'PC19')  | 0.0784999  | -inf           | -inf        |       3381 |
| ('PC5', 'PC11', 'PC13', 'PC18')  | 0.0870057  | -inf           | -inf        |       3380 |
| ('PC5', 'PC11', 'PC13', 'PC17')  | 0.14892    | -inf           | -inf        |       3379 |
| ('PC5', 'PC11', 'PC13', 'PC16')  | 0.0635973  | -inf           | -inf        |       3378 |
| ('PC5', 'PC11', 'PC13', 'PC15')  | 0.063591   | -inf           | -inf        |       3377 |
| ('PC5', 'PC11', 'PC13', 'PC14')  | 0.0827153  | -inf           | -inf        |       3376 |
| ('PC5', 'PC11', 'PC15', 'PC17')  | 0.0997846  | -inf           | -inf        |       3390 |
| ('PC5', 'PC11', 'PC15', 'PC19')  | 0.0293643  | -inf           | -inf        |       3392 |
| ('PC5', 'PC11', 'PC12', 'PC19')  | 0.0433001  | -inf           | -inf        |       3374 |
| ('PC5', 'PC11', 'PC18', 'PC19')  | 0.052779   | -inf           | -inf        |       3401 |
| ('PC5', 'PC12', 'PC13', 'PC17')  | 0.161533   | -inf           | -inf        |       3407 |
| ('PC5', 'PC12', 'PC13', 'PC16')  | 0.0762102  | -inf           | -inf        |       3406 |
| ('PC5', 'PC12', 'PC13', 'PC15')  | 0.0762038  | -inf           | -inf        |       3405 |
| ('PC5', 'PC12', 'PC13', 'PC14')  | 0.0953281  | -inf           | -inf        |       3404 |
| ('PC5', 'PC11', 'PC19', 'PC20')  | 0.033102   | -inf           | -inf        |       3403 |
| ('PC5', 'PC11', 'PC18', 'PC20')  | 0.0416077  | -inf           | -inf        |       3402 |
| ('PC5', 'PC11', 'PC17', 'PC20')  | 0.103522   | -inf           | -inf        |       3400 |
| ('PC5', 'PC11', 'PC15', 'PC20')  | 0.018193   | -inf           | -inf        |       3393 |
| ('PC5', 'PC11', 'PC17', 'PC19')  | 0.114694   | -inf           | -inf        |       3399 |
| ('PC5', 'PC11', 'PC17', 'PC18')  | 0.123199   | -inf           | -inf        |       3398 |
| ('PC5', 'PC11', 'PC16', 'PC20')  | 0.0181994  | -inf           | -inf        |       3397 |
| ('PC5', 'PC11', 'PC16', 'PC19')  | 0.0293706  | -inf           | -inf        |       3396 |
| ('PC5', 'PC11', 'PC16', 'PC18')  | 0.0378764  | -inf           | -inf        |       3395 |
| ('PC5', 'PC11', 'PC16', 'PC17')  | 0.0997909  | -inf           | -inf        |       3394 |
| ('PC5', 'PC11', 'PC12', 'PC20')  | 0.0321289  | -inf           | -inf        |       3375 |
| ('PC5', 'PC11', 'PC12', 'PC18')  | 0.0518059  | -inf           | -inf        |       3373 |
| ('PC5', 'PC10', 'PC12', 'PC19')  | 0.110781   | -inf           | -inf        |       3338 |
| ('PC5', 'PC10', 'PC13', 'PC20')  | 0.134809   | -inf           | -inf        |       3346 |
| ('PC5', 'PC10', 'PC14', 'PC20')  | 0.104798   | -inf           | -inf        |       3352 |
| ('PC5', 'PC10', 'PC14', 'PC19')  | 0.115969   | -inf           | -inf        |       3351 |
| ('PC5', 'PC10', 'PC14', 'PC18')  | 0.124475   | -inf           | -inf        |       3350 |
| ('PC5', 'PC10', 'PC14', 'PC17')  | 0.186389   | -inf           | -inf        |       3349 |
| ('PC5', 'PC10', 'PC14', 'PC16')  | 0.101066   | -inf           | -inf        |       3348 |
| ('PC5', 'PC10', 'PC14', 'PC15')  | 0.10106    | -inf           | -inf        |       3347 |
| ('PC5', 'PC10', 'PC13', 'PC19')  | 0.14598    | -inf           | -inf        |       3345 |
| ('PC5', 'PC10', 'PC15', 'PC17')  | 0.167265   | -inf           | -inf        |       3354 |
| ('PC5', 'PC10', 'PC13', 'PC18')  | 0.154486   | -inf           | -inf        |       3344 |
| ('PC5', 'PC10', 'PC13', 'PC17')  | 0.216401   | -inf           | -inf        |       3343 |
| ('PC5', 'PC10', 'PC13', 'PC16')  | 0.131078   | -inf           | -inf        |       3342 |
| ('PC5', 'PC10', 'PC13', 'PC15')  | 0.131071   | -inf           | -inf        |       3341 |
| ('PC5', 'PC10', 'PC13', 'PC14')  | 0.150196   | -inf           | -inf        |       3340 |
| ('PC5', 'PC10', 'PC12', 'PC20')  | 0.0996093  | -inf           | -inf        |       3339 |
| ('PC5', 'PC10', 'PC15', 'PC16')  | 0.0819421  | -inf           | -inf        |       3353 |
| ('PC5', 'PC10', 'PC15', 'PC18')  | 0.10535    | -inf           | -inf        |       3355 |
| ('PC5', 'PC11', 'PC12', 'PC17')  | 0.11372    | -inf           | -inf        |       3372 |
| ('PC5', 'PC10', 'PC18', 'PC19')  | 0.120259   | -inf           | -inf        |       3365 |
| ('PC5', 'PC11', 'PC12', 'PC16')  | 0.0283975  | -inf           | -inf        |       3371 |
| ('PC5', 'PC11', 'PC12', 'PC15')  | 0.0283912  | -inf           | -inf        |       3370 |
| ('PC5', 'PC11', 'PC12', 'PC14')  | 0.0475155  | -inf           | -inf        |       3369 |
| ('PC5', 'PC11', 'PC12', 'PC13')  | 0.0775268  | -inf           | -inf        |       3368 |
| ('PC5', 'PC10', 'PC19', 'PC20')  | 0.100582   | -inf           | -inf        |       3367 |
| ('PC5', 'PC10', 'PC18', 'PC20')  | 0.109088   | -inf           | -inf        |       3366 |
| ('PC5', 'PC10', 'PC17', 'PC20')  | 0.171003   | -inf           | -inf        |       3364 |
| ('PC5', 'PC10', 'PC15', 'PC19')  | 0.0968447  | -inf           | -inf        |       3356 |
| ('PC5', 'PC10', 'PC17', 'PC18')  | 0.19068    | -inf           | -inf        |       3362 |
| ('PC5', 'PC10', 'PC16', 'PC20')  | 0.0856798  | -inf           | -inf        |       3361 |
| ('PC5', 'PC10', 'PC16', 'PC19')  | 0.096851   | -inf           | -inf        |       3360 |
| ('PC5', 'PC10', 'PC16', 'PC18')  | 0.105357   | -inf           | -inf        |       3359 |
| ('PC5', 'PC10', 'PC16', 'PC17')  | 0.167271   | -inf           | -inf        |       3358 |
| ('PC5', 'PC10', 'PC15', 'PC20')  | 0.0856734  | -inf           | -inf        |       3357 |
| ('PC5', 'PC8', 'PC19', 'PC20')   | 0.159424   | -inf           | -inf        |       3267 |
| ('PC5', 'PC7', 'PC9', 'PC14')    | 0.0626578  | -inf           | -inf        |       3141 |
| ('PC5', 'PC8', 'PC18', 'PC19')   | 0.179101   | -inf           | -inf        |       3265 |
| ('PC5', 'PC7', 'PC12', 'PC13')   | 0.103607   | -inf           | -inf        |       3167 |
| ('PC5', 'PC7', 'PC12', 'PC19')   | 0.0693805  | -inf           | -inf        |       3173 |
| ('PC5', 'PC7', 'PC12', 'PC18')   | 0.0778863  | -inf           | -inf        |       3172 |
| ('PC5', 'PC7', 'PC12', 'PC17')   | 0.139801   | -inf           | -inf        |       3171 |
| ('PC5', 'PC7', 'PC12', 'PC16')   | 0.0544779  | -inf           | -inf        |       3170 |
| ('PC5', 'PC7', 'PC12', 'PC15')   | 0.0544716  | -inf           | -inf        |       3169 |
| ('PC5', 'PC7', 'PC12', 'PC14')   | 0.0735959  | -inf           | -inf        |       3168 |
| ('PC5', 'PC7', 'PC11', 'PC20')   | 0.0455964  | -inf           | -inf        |       3166 |
| ('PC5', 'PC7', 'PC13', 'PC14')   | 0.108796   | -inf           | -inf        |       3175 |
| ('PC5', 'PC7', 'PC11', 'PC19')   | 0.0567677  | -inf           | -inf        |       3165 |
| ('PC5', 'PC7', 'PC11', 'PC18')   | 0.0652734  | -inf           | -inf        |       3164 |
| ('PC5', 'PC7', 'PC11', 'PC17')   | 0.127188   | -inf           | -inf        |       3163 |
| ('PC5', 'PC7', 'PC11', 'PC16')   | 0.041865   | -inf           | -inf        |       3162 |
| ('PC5', 'PC7', 'PC11', 'PC15')   | 0.0418587  | -inf           | -inf        |       3161 |
| ('PC5', 'PC7', 'PC11', 'PC14')   | 0.060983   | -inf           | -inf        |       3160 |
| ('PC5', 'PC7', 'PC12', 'PC20')   | 0.0582093  | -inf           | -inf        |       3174 |
| ('PC5', 'PC7', 'PC13', 'PC15')   | 0.0896714  | -inf           | -inf        |       3176 |
| ('PC5', 'PC7', 'PC11', 'PC12')   | 0.0557946  | -inf           | -inf        |       3158 |
| ('PC5', 'PC7', 'PC14', 'PC18')   | 0.0830748  | -inf           | -inf        |       3185 |
| ('PC5', 'PC7', 'PC15', 'PC19')   | 0.0554447  | -inf           | -inf        |       3191 |
| ('PC5', 'PC7', 'PC15', 'PC18')   | 0.0639505  | -inf           | -inf        |       3190 |
| ('PC5', 'PC7', 'PC15', 'PC17')   | 0.125865   | -inf           | -inf        |       3189 |
| ('PC5', 'PC7', 'PC15', 'PC16')   | 0.0405421  | -inf           | -inf        |       3188 |
| ('PC5', 'PC7', 'PC14', 'PC20')   | 0.0633977  | -inf           | -inf        |       3187 |
| ('PC5', 'PC7', 'PC14', 'PC19')   | 0.074569   | -inf           | -inf        |       3186 |
| ('PC5', 'PC7', 'PC14', 'PC17')   | 0.144989   | -inf           | -inf        |       3184 |
| ('PC5', 'PC7', 'PC13', 'PC16')   | 0.0896777  | -inf           | -inf        |       3177 |
| ('PC5', 'PC7', 'PC14', 'PC16')   | 0.0596664  | -inf           | -inf        |       3183 |
| ('PC5', 'PC7', 'PC14', 'PC15')   | 0.05966    | -inf           | -inf        |       3182 |
| ('PC5', 'PC7', 'PC13', 'PC20')   | 0.0934091  | -inf           | -inf        |       3181 |
| ('PC5', 'PC7', 'PC13', 'PC19')   | 0.10458    | -inf           | -inf        |       3180 |
| ('PC5', 'PC7', 'PC13', 'PC18')   | 0.113086   | -inf           | -inf        |       3179 |
| ('PC5', 'PC7', 'PC13', 'PC17')   | 0.175001   | -inf           | -inf        |       3178 |
| ('PC5', 'PC7', 'PC11', 'PC13')   | 0.0909944  | -inf           | -inf        |       3159 |
| ('PC5', 'PC7', 'PC10', 'PC20')   | 0.113077   | -inf           | -inf        |       3157 |
| ('PC5', 'PC7', 'PC16', 'PC17')   | 0.125871   | -inf           | -inf        |       3193 |
| ('PC5', 'PC7', 'PC8', 'PC15')    | 0.168181   | -inf           | -inf        |       3131 |
| ('PC5', 'PC7', 'PC9', 'PC10')    | 0.112337   | -inf           | -inf        |       3137 |
| ('PC5', 'PC7', 'PC8', 'PC20')    | 0.171918   | -inf           | -inf        |       3136 |
| ('PC5', 'PC7', 'PC8', 'PC19')    | 0.18309    | -inf           | -inf        |       3135 |
| ('PC5', 'PC7', 'PC8', 'PC18')    | 0.191595   | -inf           | -inf        |       3134 |
| ('PC5', 'PC7', 'PC8', 'PC17')    | 0.25351    | -inf           | -inf        |       3133 |
| ('PC5', 'PC7', 'PC8', 'PC16')    | 0.168187   | -inf           | -inf        |       3132 |
| ('PC5', 'PC7', 'PC8', 'PC14')    | 0.187305   | -inf           | -inf        |       3130 |
| ('PC5', 'PC7', 'PC9', 'PC12')    | 0.0574693  | -inf           | -inf        |       3139 |
| ('PC5', 'PC7', 'PC8', 'PC13')    | 0.217316   | -inf           | -inf        |       3129 |
| ('PC5', 'PC7', 'PC8', 'PC12')    | 0.182117   | -inf           | -inf        |       3128 |
| ('PC5', 'PC7', 'PC8', 'PC11')    | 0.169504   | -inf           | -inf        |       3127 |
| ('PC5', 'PC7', 'PC8', 'PC10')    | 0.236984   | -inf           | -inf        |       3126 |
| ('PC5', 'PC7', 'PC8', 'PC9')     | 0.171178   | -inf           | -inf        |       3125 |
| ('PC5', 'PC6', 'PC19', 'PC20')   | 0.0625196  | -inf           | -inf        |       3124 |
| ('PC5', 'PC7', 'PC9', 'PC11')    | 0.0448564  | -inf           | -inf        |       3138 |
| ('PC5', 'PC7', 'PC9', 'PC13')    | 0.0926691  | -inf           | -inf        |       3140 |
| ('PC5', 'PC7', 'PC10', 'PC19')   | 0.124248   | -inf           | -inf        |       3156 |
| ('PC5', 'PC7', 'PC10', 'PC12')   | 0.123275   | -inf           | -inf        |       3149 |
| ('PC5', 'PC7', 'PC10', 'PC18')   | 0.132754   | -inf           | -inf        |       3155 |
| ('PC5', 'PC7', 'PC10', 'PC17')   | 0.194668   | -inf           | -inf        |       3154 |
| ('PC5', 'PC7', 'PC10', 'PC16')   | 0.109345   | -inf           | -inf        |       3153 |
| ('PC5', 'PC7', 'PC10', 'PC15')   | 0.109339   | -inf           | -inf        |       3152 |
| ('PC5', 'PC7', 'PC10', 'PC14')   | 0.128463   | -inf           | -inf        |       3151 |
| ('PC5', 'PC7', 'PC10', 'PC13')   | 0.158475   | -inf           | -inf        |       3150 |
| ('PC5', 'PC7', 'PC10', 'PC11')   | 0.110662   | -inf           | -inf        |       3148 |
| ('PC5', 'PC12', 'PC13', 'PC19')  | 0.0911128  | -inf           | -inf        |       3409 |
| ('PC5', 'PC7', 'PC9', 'PC20')    | 0.0472711  | -inf           | -inf        |       3147 |
| ('PC5', 'PC7', 'PC9', 'PC19')    | 0.0584424  | -inf           | -inf        |       3146 |
| ('PC5', 'PC7', 'PC9', 'PC18')    | 0.0669482  | -inf           | -inf        |       3145 |
| ('PC5', 'PC7', 'PC9', 'PC17')    | 0.128863   | -inf           | -inf        |       3144 |
| ('PC5', 'PC7', 'PC9', 'PC16')    | 0.0435398  | -inf           | -inf        |       3143 |
| ('PC5', 'PC7', 'PC9', 'PC15')    | 0.0435334  | -inf           | -inf        |       3142 |
| ('PC5', 'PC7', 'PC15', 'PC20')   | 0.0442734  | -inf           | -inf        |       3192 |
| ('PC5', 'PC7', 'PC16', 'PC18')   | 0.0639568  | -inf           | -inf        |       3194 |
| ('PC5', 'PC8', 'PC17', 'PC20')   | 0.229844   | -inf           | -inf        |       3264 |
| ('PC5', 'PC8', 'PC12', 'PC20')   | 0.158451   | -inf           | -inf        |       3239 |
| ('PC5', 'PC8', 'PC13', 'PC19')   | 0.204822   | -inf           | -inf        |       3245 |
| ('PC5', 'PC8', 'PC13', 'PC18')   | 0.213328   | -inf           | -inf        |       3244 |
| ('PC5', 'PC8', 'PC13', 'PC17')   | 0.275242   | -inf           | -inf        |       3243 |
| ('PC5', 'PC8', 'PC13', 'PC16')   | 0.189919   | -inf           | -inf        |       3242 |
| ('PC5', 'PC8', 'PC13', 'PC15')   | 0.189913   | -inf           | -inf        |       3241 |
| ('PC5', 'PC8', 'PC13', 'PC14')   | 0.209037   | -inf           | -inf        |       3240 |
| ('PC5', 'PC8', 'PC12', 'PC19')   | 0.169622   | -inf           | -inf        |       3238 |
| ('PC5', 'PC8', 'PC14', 'PC15')   | 0.159902   | -inf           | -inf        |       3247 |
| ('PC5', 'PC8', 'PC12', 'PC18')   | 0.178128   | -inf           | -inf        |       3237 |
